0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
317,419,C1CNCCN1,342258,C1=CC(=C(C=C1Cl)Br)C#N,364597,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,3594,C(=O)([O-])[O-].[Cs+].[Cs+],293,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],291,C1CN(CCN1)C2=C(C=CC(=C2)Cl)C#N,9415048,C1COCCO1,1382,0,90,0,0.000947,0.003,4.74E-05,0.00142,0.00189,0.000947,9.47E-05,"Tris(dibenzylideneacetone)dipalladium (0) (43.4 mg, 0.05 mmol) and
rac-2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl (59.0 mg, 0.09 mmol) were
added to a mixture of 2-bromo-4-chlorobenzonitrile (205 mg, 0.95 mmol), Cesium
carbonate (463 mg, 1.42 mmol) and Piperazine (163 mg, 1.89 mmol) in dioxane (3
mL). Reaction vessel was placed in an oil bath set to 90 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C 2.45pm.

LCMS o/n shows large product peak (222).

Cooled, filtered through a silica plug, washing with EtOAc until filtrate is
clear.

Crude NMR is very messy, target deprioritiz",0,B,0.00189,0.000947,9.47E-05
318,420,C1CNCCN1,342258,C1=CC(=C(C=C1F)Br)C#N,2304382,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,3594,C(=O)([O-])[O-].[Cs+].[Cs+],293,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],291,C1CN(CCN1)C2=C(C=CC(=C2)F)C#N,4595136,C1COCCO1,1382,0,90,0,0.00125,0.003,6.25E-05,0.00187,0.0025,0.00125,0.000125,"Tris(dibenzylideneacetone)dipalladium (0) (57.2 mg, 0.06 mmol) and
rac-2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl (78 mg, 0.12 mmol) were added
to a mixture of 2-bromo-4-fluorobenzonitrile (250 mg, 1.25 mmol), Cesium
carbonate (611 mg, 1.87 mmol) and Piperazine (215 mg, 2.50 mmol) in dioxane (3
mL). Reaction vessel was placed in an oil bath at 90 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C 4pm.

LCMS o/n shows several peaks. Larger peak corresponding to displacement of F
by piperazine (MW266) than for desired product (20",0,B,0.0025,0.00125,0.000125
319,421,C1=COC(=N1)N,1590337,C1=CN=C(C=C1Cl)Br,5242884,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C1=CC=C(C=C1)[O-].[Na+],118359,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],291,C1=CN=C(C=C1Cl)NC2=NC=CO2,10933383,C1COCCO1,1382,0.5,170,0,0.00112,0.004,1.27E-05,3.05E-05,0.00112,0.00102,3.05E-05,"Objective: Improve yield of the desired product starting from the bromoaryl
compound.

To a flask containing 2-bromo-4-chloropyridine (196 mg, 1.02 mmol), sodium
phenolate (177 mg, 1.52 mmol), TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0) (11.63
mg, 0.01 mmol) and (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine)
(17.64 mg, 0.03 mmol) (Xantphos), was added degassed dioxane (4 mL) and the
mixture allowed to stir under nitrogen atmosphere for 5 min. To this solution
was added oxazol-2-amine (94 mg, 1.12 mmol) and the reaction mixture was
heated to 170 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 2 h under microwave irradiation.

Methanol was added to the crude reaction mixture together with silica (2 g),
the solvent was removed under reduced pressure and the remaining residue was
placed in dry load tube prior to chromatography. The crude product was
purified by flash silica chromatography, elution gradient 0 to 100% EtOAc in
heptane. Pure fractions were evaporated to dryness to afford
N-(4-chloropyridin-2-yl)oxazol-2-amine (1.00s a beige solid.

Conclusion: Trace amount of the desired product isolated.

",0.5,,0.00112,0.00102,3.05E-05
320,422,C1=COC(=N1)N,1590337,C1=CN=C(C=C1Cl)Br,5242884,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],291,C1=CN=C(C=C1Cl)NC2=NC=CO2,10933383,C1COCCO1,1382,7.67,140,0,7.50E-05,0.004,2.50E-05,0.002,0.001,0.001,7.50E-05,"Objective: To find out if the 2-bromopyridine is a more efficient coupling
partner than the chloro analogue.

Pd2(dba)3 (22.89 mg, 0.025 mmol),
9,9-dimethyl-4,5-bis(diphenylphosphino)xanthene (43.4 mg, 0.075 mmol),
2-bromo-4-chloropyridine (192 mg, 1.00 mmol), cesium carbonate (652 mg, 2.00
mmol) and oxazol-2-amine (84 mg, 1.00 mmol) were added to an oven dried
microwave vial, the vial was capped and placed under an inert atmosphere,
dioxane (4 mL) was added and the resulting mixture was heated at 140 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 1
h by microwave irradiation under a nitrogen atmosphere.

The crude product was purified by flash silica chromatography, elution
gradient 0 to 30% EtOAc in heptane. Pure fractions were evaporated to dryness
to afford N-(4-chloropyridin-2-yl)oxazol-2-amine (15.00 mg, 7.67 %) as a white
solid.

Conclusion: A slightly improved yield of the desired product was formed with
respect to the 2,4-dichloropyridine substrate, however the difference could
not be taken to b",7.67,,0.001,0.001,7.50E-05
321,423,C1=CC(=CC(=C1)[N+](=O)[O-])N,519239,C1=CN=C(C=C1Cl)Cl,2994725,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,CC(=O)O.CC(=O)O.[Pd],3206,C1=CC(=CC(=C1)[N+](=O)[O-])NC2=NC=CC(=C2)Cl,9437868,C1COCCO1,1382,47.82,100,1,0.00101,0.005,0.000101,0.00203,0.00101,0.00101,0.000122," 3-Nitroaniline (140 mg, 1.01 mmol), 2,4-dichloropyridine (150 mg, 1.01 mmol),
4,5-bis(diphenylphosphino)-9,9-dimethylxanthene (70.4 mg, 0.12 mmol) and
cesium carbonate (660 mg, 2.03 mmol) were stirred in dioxane (5 mL). The
mixture was purged with nitrogen for 10 minutes. Palladium(II) acetate (22.76
mg, 0.10 mmol) was added and the mixture heated at 100 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 1.5h. The
mixture was cooled, filtered and concentrated. The crude product was purified
by flash silica chromatography, eluting with 1% MeOH in DCM. Pure fractions
were evaporated to dryness to afford 4-chloro-N-(3-nitrophenyl)pyridin-2-amine
(121 mg, 47.8 %) as a y",47.82,,0.00101,0.00101,0.000122
322,427,CC(C)(C)OC(=O)N,4203,CN1CCN(CC1)C2=C(C=C(C(=C2)OC)N)Br,8294101,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,CC(=O)O.CC(=O)O.[Pd],3206,CC(C)(C)OC(=O)NC1=C(C=C(C(=C1)N)OC)N2CCN(CC2)C,9483956,C1COCCO1,1382,0,120,0,0.000167,0.004,1.67E-05,0.00025,0.000208,0.000167,3.33E-05,"To a suspension of 5-bromo-2-methoxy-4-(4-methylpiperazin-1-yl)aniline (50 mg,
0.17 mmol) in dioxane (4 mL) was added tert-butyl carbamate (24.39 mg, 0.21
mmol), cesium carbonate (81 mg, 0.25 mmol) and
9,9-dimethyl-4,5-bis(diphenylphosphino)xanthene (19.27 mg, 0.03 mmol). The
resulting suspension was degassed and Palladium(II) acetate (3.74 mg, 0.02
mmol) was added. The mixture was degassed and stirred at 120 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 2 hours in
the CEM microwave, then allowed to cool to ambient temperature. The reaction
was incomplete so further cesium carbonate (81 mg, 0.25 mmol),
9,9-dimethyl-4,5-bis(diphenylphosphino)xanthene (19.27 mg, 0.03 mmol) and
diacetoxyzinc (30.6 mg, 0.17 mmol) were added and the mixture was degassed.
Further Palladium(II) acetate (3.74 mg, 0.02 mmol) was added, and the mixture
was degassed and stirred at 130 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 1 hour in the CEM microwave, then
allowed to cool to amibient temperature. TLC (10% MeOH in DCM + 1% cNH3 (aq))
suggests bromo SM has been consumed but aving
been formed. UPLC shows only oxidised xantphos.

Reaction stopped

",0,B,0.000208,0.000167,3.33E-05
323,428,CN1CCC(CC1)OC2=CC=CC(=C2)N,4638147,CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)OCCO3)NC(=O)C4=CN=C(C=C4)Cl,9476959,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,CC(C)(C)[O-].[Na+],13106,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],291,CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)OCCO3)NC(=O)C4=CN=C(C=C4)NC5=CC(=CC=C5)OC6CCN(CC6)C,9477199,CC1=CC=CC=C1,424,32.84,100,1,0.000118,0.002,3.54E-06,0.000177,0.000177,0.000118,7.08E-06,"A mixture of
6-chloro-N-(5-(2,3-dihydrobenzo[b][1,4]dioxine-6-carboxamido)-2-methylphenyl)nicotinamide
(50 mg, 0.12 mmol),3-(1-methylpiperidin-4-yloxy)aniline (36.5 mg, 0.18
mmol),(9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (4.10 mg, 7.08
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½mol),TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0) (3.24 mg, 3.54 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½mol),sodium
2-methylpropan-2-olate (17.01 mg, 0.18 mmol) in toluene (2 mL)/IPA (0.500
mL)was degassed with nitrogen and heated at reflux for 18 hours.The reaction
mixture was diluted with EtOAc (100 mL), and washed sequentially with water
(100 mL), The organic layer was dried over Na2SO4, filtered and evaporated to
afford crude product. The crude product was purified by flash silica
chromatography, elution gradient 0 to 30% MeOH/7MNH3 in EtOAc. lcms still
showed 30% unreacted aniline. Fractions evaporated.The crude product was
purified by preparative HPLC (Waters XBridge Prep C18 OBD column, 5ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ silica,
19 mm diameter, 100 mm length), using decreasinand MeCN as eluents. Fractions containing the desired
compound were evaporated to dryness to afford
N-(5-(2,3-dihydrobenzo[b][1,4]dioxine-6-carboxamido)-2-methylphenyl)-6-(3-(1-methylpiperidin-4-yloxy)phenylamino)nicotinamide
(23.00 mg, 32.8 %) as a cream solid.



",32.84,,0.000177,0.000118,7.08E-06
324,429,CN(C)CC1=CC(=CC=C1)N,3421321,CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)OCCO3)NC(=O)C4=CN=C(C=C4)Cl,9476959,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,CC(C)(C)[O-].[Na+],13106,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],291,CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)OCCO3)NC(=O)C4=CN=C(C=C4)NC5=CC=CC(=C5)CN(C)C,9477491,CC1=CC=CC=C1,424,38.79,100,1,0.000118,0.002,3.54E-06,0.000177,0.000177,0.000118,7.08E-06,"A mixture of
6-chloro-N-(5-(2,3-dihydrobenzo[b][1,4]dioxine-6-carboxamido)-2-methylphenyl)nicotinamide
(50 mg, 0.12 mmol),3-((dimethylamino)methyl)aniline (26.6 mg, 0.18
mmol),(9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (4.10 mg, 7.08
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½mol),TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0) (3.24 mg, 3.54 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½mol),sodium
2-methylpropan-2-olate (17.01 mg, 0.18 mmol) in toluene (2 mL)/IPA (0.500
mL)was degassed with nitrogen and heated at reflux for 18 hours.The reaction
mixture was filtered and filtered solid washed with ethyl acetate. The organic
filtrate was washed with water (50ml), and organic layer dried over Na2SO4,
filtered and evaporated. The crude product was purified by preparative HPLC
(Waters XBridge Prep C18 OBD column, 5ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ silica, 19 mm diameter, 100 mm
length), using decreasingly polar mixtures of water (containing 1% NH3) and
MeCN as eluents. Fractions containing the desired compound were evaporated to
dryness to afford
N-(5-(2,3-dihydrobenzo[b3-((dimethylamino)methyl)phenylamino)nicotinamide
(24.60 mg, 38.8 %) as a cream solid.



",38.79,,0.000177,0.000118,7.08E-06
325,430,CN(C)C1CCN(C1)C2=CC=CC(=C2)N,3867411,CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)OCCO3)NC(=O)C4=CN=C(C=C4)Cl,9476959,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,CC(C)(C)[O-].[Na+],13106,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],291,CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)OCCO3)NC(=O)C4=CN=C(C=C4)NC5=CC(=CC=C5)N6CCC(C6)N(C)C,9477538,CC1=CC=CC=C1,424,10.22,100,1,0.000165,0.004,4.95E-06,0.000248,0.000248,0.000165,9.91E-06,"A mixture of
6-chloro-N-(5-(2,3-dihydrobenzo[b][1,4]dioxine-6-carboxamido)-2-methylphenyl)nicotinamide
(70 mg, 0.17
mmol),[Reactants],(9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine)
(5.73 mg, 9.91 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½mol),TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM(0) (4.54 mg, 4.95
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½mol),sodium 2-methylpropan-2-olate (23.81 mg, 0.25 mmol) in toluene (4
mL)/IPA (1.000 mL)was degassed with nitrogen and heated at reflux for 18
hours.The reaction mixture was filtered and filtered solid washed with ethyl
acetate. The organic filtrate was washed with water (50ml), and organic layer
dried over Na2SO4, filtered and evaporated.The crude product was purified by
preparative HPLC (Waters XBridge Prep C18 OBD column, 5ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ silica, 19 mm
diameter, 100 mm length), using decreasingly polar mixtures of water
(containing 1% NH3) and MeCN as eluents. Fractions containing the desired
compound were evaporated to dryness to afford
N-(5-(2,3-dihydrobenzo[b][1,4]dioxine-6-carboxamido)-2-methylphenylmino)nicotinamide
(10.00 mg, 10.22 %) as a cream solid.



",10.22,,0.000248,0.000165,9.91E-06
326,431,CC1=COC(=N1)N,1729961,C1=CN=C(C=C1Cl)Cl,2994725,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,12507,C(=O)([O-])[O-].[Cs+].[Cs+],293,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],291,CC1=COC(=N1)NC2=NC=CC(=C2)Cl,10934225,C1COCCO1,1382,28.14,140,1,0.001,0.004,2.50E-05,0.002,0.001,0.001,7.50E-05,"Objective: To find out which substrates are efficient coupling partners, is
there a robust link between how electron poor the substrate is and yield i.e.
more electron poor aminooxazoles produce greater yields.

Pd2(dba)3 (22.89 mg, 0.025 mmol),
9,9-dimethyl-4,5-bis(diphenylphosphino)xanthene (43.4 mg, 0.075 mmol),
2,4-dichloropyridine (148 mg, 1.00 mmol), cesium carbonate (652 mg, 2.00 mmol)
and 4-methyloxazol-2-amine (98 mg, 1.00 mmol) were added to an oven dried
microwave vial, the vial was capped and placed under an inert atmosphere,
dioxane (4 mL) was added and the resulting mixture was heated to 140 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 1
h by microwave irradiation under a nitrogen atmosphere.

Dichloromethane (10 mL) was added to the crude reaction mixture and the
mixture was adsorbed onto silica gel. The crude product was purified by flash
silica chromatography, elution gradient 0 to 30% EtOAc in heptane. Pure
fractions were evaporated to dryness to afford
N-(4-chloropyridin-2-yl)-4-methyloxazol-2-amine (59.0 mg, 2m
solid.

Note: a further 34 mg of impure product came off the column early and so the
yield for this reaction is probably closer to 35% had the purification been
efficient.

Conclusion: Somewhat surprisingly the methyl substituted amino-oxazole gave
significant amounts of coupled product. It appears that certain moderately
elctron rich substrates may also undergo relatively efficient coupling.

",28.14,,0.001,0.001,7.50E-05
327,432,CO[C@@H]1CCNC1,2663219,C1=C(C=NC=C1Br)Br,3671,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,3594,CC(C)(C)[O-].[Na+],13106,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],291,CO[C@@H]1CCN(C1)C2=CC(=CN=C2)Br,9487710,CC1=CC=CC=C1,424,51.14,90,0,0.00247,0.0075,4.94E-05,0.00371,0.00247,0.00272,0.000124,"A mixture of 3,5-dibromopyridine (0.644 g, 2.72 mmol),
(R)-3-methoxypyrrolidine (0.25 g, 2.47 mmol),
TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM (0.045 g, 0.05 mmol), sodium
2-methylpropan-2-olate (0.356 g, 3.71 mmol) and
2,2'-bis(diphenylphosphino)-1,1'-binaphthyl (0.077 g, 0.12 mmol) in degassed
toluene (7.5 ml) was sealed into a microwave tube and stirred for 16 hours at
90 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C.

The reaction was completed.

After cooling, an aqueous solution of Na2CO3  was added. Extraction with DCM
(twice). The organic layers were dried over MgSO4 and evaporated _in vacuo_ to
give the crude product as an orange oil.

PBO-04062-54-01

It was purified by chromatography (Merck cartridge SVF D26 - SI60 15-40 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½m -
30 g) on silica gel eluting with EtOAc 0 to 25% in petroleum ether. Pure
collected fractions were evaporated to afford
(R)-3-bromo-5-(3-methoxypyrrolidin-1-yl)pyridine (0.325 g, 51.1 %) as",51.14,,0.00247,0.00272,0.000124
335,441,C[C@H](CN)O[Si](C)(C)C(C)(C)C,9488986,C1=CC=C(C=C1)COC2=C(C=C(C=C2)Br)F,6547182,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,3587,C(=O)([O-])[O-].[Cs+].[Cs+],293,CC(=O)O.CC(=O)O.[Pd],3206,C[C@H](CNC1=CC(=C(C=C1)OCC2=CC=CC=C2)F)O[Si](C)(C)C(C)(C)C,9489063,CC1=CC=CC=C1,424,73.6,120,1,0.0178,0.12,0.00178,0.00178,0.0178,0.0178,0.00178,"PdOAc2 (0.399 g, 1.78 mmol) and
dicyclohexyl(2',4',6'-triisopropylbiphenyl-2-yl)phosphine (0.848 g, 1.78 mmol)
were added in one portion to a degassed solution of
1-(benzyloxy)-4-bromo-2-fluorobenzene (5.00 g, 17.79 mmol), (R)-2-(tert-
butyldimethylsilyloxy)propan-1-amine (3.37 g, 17.79 mmol) and cesium carbonate
(8.69 g, 26.68 mmol) in toluene (120 mL) at 20ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C in a microwave vial. The
microwave vial was sealed and the reaction was heated to 120 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 10 hours
in the microwave reactor and cooled to RT. ****



Split into 5 x 20 ml mw vials such as in each was:

PdOAc2 (0.080 g, 0.36 mmol) and
dicyclohexyl(2',4',6'-triisopropylbiphenyl-2-yl)phosphine (0.170 g, 0.36 mmol)
were added in one portion to a degassed solution of
1-(benzyloxy)-4-bromo-2-fluorobenzene (1.000 g, 3.56 mmol), Reactant 2 (1.143
g, 3.56 mmol) and cesium carbonate (1.739 g, 5.34 mmol) in toluene (20 mL) at
20ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C in a microwave vial. The microwave vial was sealed and the reaction was
heated tand cooled to RT. ****

The reaction was incomplete so the reaction was heated to 120 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 10 hours
in the microwave reactor and cooled to RT. ****

The reaction mixtures were combined and diluted with EtOAc (100 mL), and
washed sequentially with water (100 mL) and saturated brine (100 mL). The
organic layer was filtered and dried over Na2SO4. The filtrate was washed
sequentially with water (100 mL), and saturated brine (100 mL). The organic
layer was dried over MgSO4, filtered and evaporated to afford crude product.
The crude product was purified by flash silica chromatography, elution
gradient 0 to 30% EtOAc in isohexane. Pure fractions were evaporated to
dryness to afford (R)-4-(benzyloxy)-N-(2-(tert-
butyldimethylsilyloxy)propyl)-3-fluoroaniline (5.10 g, 73.6 %) as",73.6,,0.0178,0.0178,0.00178
330,436,C[C@H](CN)O[Si](C)(C)C(C)(C)C,9488986,C1=CC=C(C=C1)COC2=C(C=C(C=C2)Br)F,6547182,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,3587,C(=O)([O-])[O-].[Cs+].[Cs+],293,CC(=O)O.CC(=O)O.[Pd],3206,C[C@H](CNC1=CC(=C(C=C1)OCC2=CC=CC=C2)F)O[Si](C)(C)C(C)(C)C,9489063,C1COCCO1,1382,0,120,0,0.00356,0.02,0.000356,0.000356,0.00427,0.00356,0.000356,"PdOAc2 (0.080 g, 0.36 mmol) and
dicyclohexyl(2',4',6'-triisopropylbiphenyl-2-yl)phosphine (0.170 g, 0.36 mmol)
were added in one portion to a degassed solution of
1-(benzyloxy)-4-bromo-2-fluorobenzene (1 g, 3.56 mmol), (R)-2-(tert-
butyldimethylsilyloxy)propan-1-amine (0.808 g, 4.27 mmol) and cesium carbonate
(1.739 g, 5.34 mmol) in anhydrous dioxane (20 mL) at 20ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C in a microwave vial.
The microwave vial was sealed and the reaction was heated to 120 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 10
hours in the microwave reactor and cooled to RT.

LCMS indicates mainly starting material ****",0,,0.00427,0.00356,0.000356
338,444,C[C@H](CN)O[Si](C)(C)C(C)(C)C,9488986,C1=CC=C(C=C1)COC2=CC=C(C=C2)Br,621702,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,3587,C(=O)([O-])[O-].[Cs+].[Cs+],293,CC(=O)O.CC(=O)O.[Pd],3206,C[C@H](CNC1=CC=C(C=C1)OCC2=CC=CC=C2)O[Si](C)(C)C(C)(C)C,9489569,CC1=CC=CC=C1,424,65.15,120,1,0.019,0.075,0.0019,0.0019,0.0228,0.019,0.0019," Palladium(II) acetate (0.427 g, 1.90 mmol) and
dicyclohexyl(2',4',6'-triisopropylbiphenyl-2-yl)phosphine (0.906 g, 1.90 mmol)
were added in one portion to a degassed solution of
1-(benzyloxy)-4-bromobenzene (5 g, 19.00 mmol), (R)-2-(tert-
butyldimethylsilyloxy)propan-1-amine (4.32 g, 22.80 mmol) and Cesium carbonate
(2.281 mL, 28.50 mmol) in toluene (75 mL) at 20ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C under nitrogen. The
resulting suspension was stirred at 120ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½C for 72 hours. The reaction mixture
was diluted with EtOAc (150mL) and water (150mL) and the biphasic mixture was
filtered through celite. The organic layer was seperated and washed
sequentially with water (150mL) and saturated brine (150mL). The organic layer
was evaporated to afford crude product. The crude product was purified by
flash silica chromatography, elution gradient 0 to 20% EtOAc in isohexane.
Pure fractions were evaporated to dryness to afford
(R)-4-(benzyloxy)-N-(2-(tert-butyldimethylsilyloxy)propyl)aniline (4.6",65.15,,0.0228,0.019,0.0019
